"Symbol","Description","UnderlyingSymbol","ReportDate","DateTime","TradeDate","Quantity","IBCommission","NetCash","ClosePrice","Notes/Codes","CostBasis","FifoPnlRealized","MtmPnl","Buy/Sell"
"JD","JD.COM INC-ADR","JD","20250306","20250306;025213","20250306","9","-1.000414","-415.720414","43.92","P","415.720414","0","-19.44","BUY"
"JD","JD.COM INC-ADR","JD","20250306","20250306;025255","20250306","1","-0.000046","-46.080046","43.92","P","46.080046","0","-2.16","BUY"
"PFE","PFIZER INC","PFE","20250305","20250305;103306","20250305","200","-1.0092","-5226.0092","25.94","","5226.0092","0","-37","BUY"
"AAPL  250314P00235000","AAPL 14MAR25 235 P","AAPL","20250307","20250307;103157","20250307","-1","-0.7182526","316.2817474","2.35","","-316.2817474","0","82","SELL"
"AAPL  250314P00235000","AAPL 14MAR25 235 P","AAPL","20250310","20250310;135709","20250310","1","-0.70665","-1018.70665","8.8327","","1018.70665","0","-134.73","BUY"
"AAPL  250321P00240000","AAPL 21MAR25 240 P","AAPL","20250307","20250307;103157","20250307","1","-0.70665","-685.70665","5.6638","","685.70665","0","-118.62","BUY"
"AAPL  250321P00240000","AAPL 21MAR25 240 P","AAPL","20250310","20250310;135709","20250310","-1","-0.7516682","1518.2483318","13.7915","","-1518.2483318","0","139.85","SELL"
"ABNB  250321C00140000","ABNB 21MAR25 140 C","ABNB","20250312","20250312;105919","20250312","-1","-0.7100238","20.2899762","0.2561","P","-20.2899762","0","-4.61","SELL"
"ABNB  250321C00140000","ABNB 21MAR25 140 C","ABNB","20250312","20250312;105919","20250312","-1","0.0299762","21.0299762","0.2561","P","-21.0299762","0","-4.61","SELL"
"ABNB  250321C00140000","ABNB 21MAR25 140 C","ABNB","20250312","20250312;121318","20250312","1","-0.66665","-26.66665","0.2561","P","26.66665","0","-0.39","BUY"
"ABNB  250321C00140000","ABNB 21MAR25 140 C","ABNB","20250312","20250312;121318","20250312","1","-0.00665","-26.00665","0.2561","P","26.00665","0","-0.39","BUY"
"ABNB  250321C00145000","ABNB 21MAR25 145 C","ABNB","20250312","20250312;105919","20250312","1","-0.70665","-10.70665","0.1005","P","10.70665","0","0.05","BUY"
"ABNB  250321C00145000","ABNB 21MAR25 145 C","ABNB","20250312","20250312;105919","20250312","1","0.03335","-9.96665","0.1005","P","9.96665","0","0.05","BUY"
"ABNB  250321C00145000","ABNB 21MAR25 145 C","ABNB","20250312","20250312;121318","20250312","-1","-0.6696902","8.3303098","0.1005","P","-8.3303098","0","-1.05","SELL"
"ABNB  250321C00145000","ABNB 21MAR25 145 C","ABNB","20250312","20250312;121318","20250312","-1","0.2903098","9.2903098","0.1005","P","-9.2903098","0","-1.05","SELL"
"ABNB  270115P00120000","ABNB 15JAN27 120 P","ABNB","20250312","20250312;105733","20250312","1","-0.70665","-1983.70665","19.1277","P","1983.70665","0","-70.23","BUY"
"ABNB  270115P00120000","ABNB 15JAN27 120 P","ABNB","20250312","20250312;105733","20250312","1","0.03335","-1982.96665","19.1277","P","1982.96665","0","-70.23","BUY"
"ABNB  270115P00120000","ABNB 15JAN27 120 P","ABNB","20250312","20250312;121254","20250312","-1","-0.7628716","1921.2371284","19.1277","P","-1921.2371284","0","9.23","SELL"
"ABNB  270115P00120000","ABNB 15JAN27 120 P","ABNB","20250312","20250312;121254","20250312","-1","-0.0228716","1921.9771284","19.1277","P","-1921.9771284","0","9.23","SELL"
"ABNB  270115P00125000","ABNB 15JAN27 125 P","ABNB","20250312","20250312;105733","20250312","-1","-0.731295","2224.268705","21.4465","P","-2224.268705","0","80.35","SELL"
"ABNB  270115P00125000","ABNB 15JAN27 125 P","ABNB","20250312","20250312;105733","20250312","-1","-0.071295","2224.928705","21.4465","P","-2224.928705","0","80.35","SELL"
"ABNB  270115P00125000","ABNB 15JAN27 125 P","ABNB","20250312","20250312;121254","20250312","1","-0.66665","-2163.66665","21.4465","P","2163.66665","0","-18.35","BUY"
"ABNB  270115P00125000","ABNB 15JAN27 125 P","ABNB","20250312","20250312;121254","20250312","1","-0.00665","-2163.00665","21.4465","P","2163.00665","0","-18.35","BUY"
"AMD   250307C00113000","AMD 07MAR25 113 C","AMD","20250307","20250307;135614","20250307","2","-1.1133","-3.1133","0","P","3.1133","0","-2","BUY"
"AMD   250307C00113000","AMD 07MAR25 113 C","AMD","20250307","20250307;135614","20250307","1","-0.05665","-1.05665","0","P","1.05665","0","-1","BUY"
"AMD   250307P00090000","AMD 07MAR25 90 P","AMD","20250303","20250303;132828","20250303","-1","-0.6700794","22.3299206","0.32","P","-22.3299206","0","-9","SELL"
"AMD   250307P00090000","AMD 07MAR25 90 P","AMD","20250303","20250303;132828","20250303","-1","-0.0100794","22.9899206","0.32","P","-22.9899206","0","-9","SELL"
"AMD   250307P00090000","AMD 07MAR25 90 P","AMD","20250307","20250307;135717","20250307","2","-0.1533","-2.1533","0","","2.1533","0","-2","BUY"
"AMD   250307P00103000","AMD 07MAR25 103 P","AMD","20250307","20250307;134956","20250307","1","-0.70665","-401.70665","2.69","P","401.70665","0","-132","BUY"
"AMD   250307P00103000","AMD 07MAR25 103 P","AMD","20250307","20250307;134956","20250307","1","0.03335","-400.96665","2.69","P","400.96665","0","-132","BUY"
"AMD   250307P00103000","AMD 07MAR25 103 P","AMD","20250307","20250307;134957","20250307","1","-0.36665","-402.36665","2.69","P","402.36665","0","-133","BUY"
"AMD   250314C00113000","AMD 14MAR25 113 C","AMD","20250307","20250307;135614","20250307","-1","-1.0596624","6.9403376","0.095","P","-6.9403376","0","-1.5","SELL"
"AMD   250314C00113000","AMD 14MAR25 113 C","AMD","20250307","20250307;135614","20250307","-2","-0.6193248","15.3806752","0.095","P","-15.3806752","0","-3","SELL"
"AMD   250314P00090000","AMD 14MAR25 90 P","AMD","20250303","20250303;132828","20250303","1","-0.66665","-64.66665","0.825","P","64.66665","0","18.5","BUY"
"AMD   250314P00090000","AMD 14MAR25 90 P","AMD","20250303","20250303;132828","20250303","1","-0.00665","-64.00665","0.825","P","64.00665","0","18.5","BUY"
"AMD   250314P00090000","AMD 14MAR25 90 P","AMD","20250307","20250307;135706","20250307","-2","-0.7209372","73.2790628","0.245","","-73.2790628","0","25","SELL"
"AMD   250314P00105000","AMD 14MAR25 105 P","AMD","20250307","20250307;134956","20250307","-1","-0.7276212","653.2723788","5.4406","P","-653.2723788","0","109.94","SELL"
"AMD   250314P00105000","AMD 14MAR25 105 P","AMD","20250307","20250307;134956","20250307","-1","0.0123788","654.0123788","5.4406","P","-654.0123788","0","109.94","SELL"
"AMD   250314P00105000","AMD 14MAR25 105 P","AMD","20250307","20250307;134957","20250307","-1","-0.387649","654.612351","5.4406","P","-654.612351","0","110.94","SELL"
"AMZN  250314C00205000","AMZN 14MAR25 205 C","AMZN","20250306","20250306;143039","20250306","-1","-0.6360564","237.3639436","3.025","","-237.3639436","0","-64.5","SELL"
"AMZN  250314C00205000","AMZN 14MAR25 205 C","AMZN","20250307","20250307;103504","20250307","1","-0.62665","-174.62665","2.005","","174.62665","0","26.5","BUY"
"AMZN  250314C00205000","AMZN 14MAR25 205 C","AMZN","20250310","20250310;104531","20250310","-1","-0.5815528","75.4184472","1.03","","-75.4184472","0","-27","SELL"
"AMZN  250314C00215000","AMZN 14MAR25 215 C","AMZN","20250305","20250305;094634","20250305","-2","-0.7269976","291.2730024","2.03","","-291.2730024","0","-114","SELL"
"AMZN  250314C00215000","AMZN 14MAR25 215 C","AMZN","20250306","20250306;142934","20250306","2","-0.7133","-108.7133","0.68","","108.7133","0","28","BUY"
"AMZN  250314C00215000","AMZN 14MAR25 215 C","AMZN","20250307","20250307;103544","20250307","-2","-0.4606592","63.5393408","0.39","","-63.5393408","0","-14","SELL"
"AMZN  250314C00215000","AMZN 14MAR25 215 C","AMZN","20250310","20250310;104351","20250310","2","-1.4133","-33.4133","0.165","","33.4133","0","1","BUY"
"AMZN  250314C00220000","AMZN 14MAR25 220 C","AMZN","20250305","20250305;094634","20250305","1","-0.70665","-69.70665","0.945","","69.70665","0","25.5","BUY"
"AMZN  250321C00205000","AMZN 21MAR25 205 C","AMZN","20250306","20250306;142957","20250306","-1","-1.0699762","377.9300238","4.5","","-377.9300238","0","-71","SELL"
"AMZN  250321C00205000","AMZN 21MAR25 205 C","AMZN","20250306","20250306;143014","20250306","1","-0.62665","-380.62665","4.5","","380.62665","0","70","BUY"
"AMZN  260116C00205000","AMZN 16JAN26 205 C","AMZN","20250305","20250305;094449","20250305","1","-1.04665","-2836.04665","30.25","","2836.04665","0","190","BUY"
"APP   250321C00340000","APP 21MAR25 340 C","APP","20250312","20250312;104523","20250312","-1","-0.3121366","96.6878634","1.2895","","-96.6878634","0","-31.95","SELL"
"APP   250321C00340000","APP 21MAR25 340 C","APP","20250312","20250312;121146","20250312","1","-1.05915","-202.05915","1.2895","","202.05915","0","-72.05","BUY"
"APP   250321C00350000","APP 21MAR25 350 C","APP","20250312","20250312;104523","20250312","1","-0.30665","-71.30665","0.8735","","71.30665","0","16.35","BUY"
"APP   250321C00350000","APP 21MAR25 350 C","APP","20250312","20250312;121146","20250312","-1","-1.065832","138.934168","0.8735","","-138.934168","0","52.65","SELL"
"APP   270617P00250000","APP 17JUN27 250 P","APP","20250312","20250312;104229","20250312","1","-0.30665","-9163.30665","87.9355","","9163.30665","0","-369.45","BUY"
"APP   270617P00250000","APP 17JUN27 250 P","APP","20250312","20250312;121111","20250312","-1","-0.5531904","8767.4468096","87.9355","","-8767.4468096","0","-25.55","SELL"
"APP   270617P00260000","APP 17JUN27 260 P","APP","20250312","20250312;104229","20250312","-1","-0.5810182","9768.4189818","94.2689","","-9768.4189818","0","342.11","SELL"
"APP   270617P00260000","APP 17JUN27 260 P","APP","20250312","20250312;121111","20250312","1","-0.30665","-9373.30665","94.2689","","9373.30665","0","53.89","BUY"
"BOIL  250228C00120000","BOIL 28FEB25 120 C","BOIL","20250303","20250228;162000","20250228","2","0","0","0","Ep","0","0","0","BUY"
"BOIL  250228C00140000","BOIL 28FEB25 140 C","BOIL","20250303","20250228;162000","20250228","-2","0","0","0","Ep","0","0","0","SELL"
"COIN  250307C00220000","COIN 07MAR25 220 C","COIN","20250303","20250303;150234","20250303","-1","-0.82056","399.17944","3.4541","","-399.17944","0","54.59","SELL"
"COIN  250307C00220000","COIN 07MAR25 220 C","COIN","20250304","20250304;100145","20250304","1","-0.70665","-183.70665","5","","183.70665","0","317","BUY"
"COIN  250307C00225000","COIN 07MAR25 225 C","COIN","20250303","20250303;131821","20250303","-1","-0.722228","459.277772","2.4279","","-459.277772","0","217.21","SELL"
"COIN  250307C00225000","COIN 07MAR25 225 C","COIN","20250303","20250303;150158","20250303","1","-1.05665","-283.05665","2.4279","","283.05665","0","-39.21","BUY"
"COIN  250307C00230000","COIN 07MAR25 230 C","COIN","20250303","20250303;101318","20250303","-1","-0.7257586","586.2742414","1.66","","-586.2742414","0","421","SELL"
"COIN  250307C00230000","COIN 07MAR25 230 C","COIN","20250303","20250303;131738","20250303","1","-0.80665","-340.80665","1.66","","340.80665","0","-174","BUY"
"COIN  250307C00290000","COIN 07MAR25 290 C","COIN","20250303","20250303;132236","20250303","-1","-1.062218","8.937782","0.0874","","-8.937782","0","1.26","SELL"
"COIN  250307C00290000","COIN 07MAR25 290 C","COIN","20250304","20250304;100238","20250304","1","-0.70665","-2.70665","0.1009","","2.70665","0","8.09","BUY"
"COIN  250314C00222500","COIN 14MAR25 222.5 C","COIN","20250303","20250303;101318","20250303","1","-0.70665","-1279.70665","6.025","","1279.70665","0","-676.5","BUY"
"COIN  250314C00222500","COIN 14MAR25 222.5 C","COIN","20250304","20250304;100212","20250304","-1","-0.8706434","402.1293566","8.275","","-402.1293566","0","-424.5","SELL"
"COIN  250314C00290000","COIN 14MAR25 290 C","COIN","20250303","20250303;132236","20250303","1","-1.05915","-62.05915","0.4008","","62.05915","0","-20.92","BUY"
"COIN  250314C00290000","COIN 14MAR25 290 C","COIN","20250304","20250304;100238","20250304","-1","-0.7100516","21.2899484","0.5682","","-21.2899484","0","-34.82","SELL"
"CVX   250314C00155000","CVX 14MAR25 155 C","CVX","20250305","20250305;110221","20250305","-2","-1.4219936","110.5780064","0.93","","-110.5780064","0","-74","SELL"
"CVX   250314C00155000","CVX 14MAR25 155 C","CVX","20250307","20250307;095746","20250307","2","-1.4183","-567.4183","2.9968","","567.4183","0","33.36","BUY"
"CVX   250314C00157500","CVX 14MAR25 157.5 C","CVX","20250304","20250304;102910","20250304","-2","-0.7226052","133.2773948","0.765","","-133.2773948","0","-19","SELL"
"CVX   250314C00157500","CVX 14MAR25 157.5 C","CVX","20250305","20250305;110124","20250305","2","-0.7133","-54.7133","0.425","","54.7133","0","31","BUY"
"CVX   250314C00157500","CVX 14MAR25 157.5 C","CVX","20250305","20250305;110221","20250305","1","-1.05665","-27.05665","0.425","","27.05665","0","16.5","BUY"
"CVX   250314C00157500","CVX 14MAR25 157.5 C","CVX","20250307","20250307;095746","20250307","-1","-1.0662212","152.9337788","1.63","","-152.9337788","0","-9","SELL"
"CVX   250314C00160000","CVX 14MAR25 160 C","CVX","20250304","20250304;102910","20250304","1","-0.70665","-33.70665","0.33","","33.70665","0","0","BUY"
"CVX   250314C00160000","CVX 14MAR25 160 C","CVX","20250305","20250305;110124","20250305","-1","-0.7097736","11.2902264","0.18","","-11.2902264","0","-6","SELL"
"CVX   250314C00162500","CVX 14MAR25 162.5 C","CVX","20250307","20250307;100030","20250307","-2","-0.7202144","47.2797856","0.28","","-47.2797856","0","-8","SELL"
"CVX   250314C00162500","CVX 14MAR25 162.5 C","CVX","20250312","20250312;094626","20250312","2","-1.1183","-7.1183","0.02","","7.1183","0","-2","BUY"
"CVX   250314C00165000","CVX 14MAR25 165 C","CVX","20250307","20250307;100030","20250307","1","-0.70665","-9.70665","0.095","","9.70665","0","0.5","BUY"
"CVX   250314C00165000","CVX 14MAR25 165 C","CVX","20250312","20250312;094626","20250312","-1","-1.0619678","-0.0619678","0.01","","0.0619678","0","0","SELL"
"CVX   250321C00157500","CVX 21MAR25 157.5 C","CVX","20250312","20250312;094706","20250312","-1","-0.712637","114.287363","0.925","","-114.287363","0","22.5","SELL"
"CVX   250321C00162500","CVX 21MAR25 162.5 C","CVX","20250312","20250312;094706","20250312","1","-0.70665","-28.70665","0.1904","","28.70665","0","-8.96","BUY"
"CVX   260116C00155000","CVX 16JAN26 155 C","CVX","20250304","20250304;102752","20250304","1","-1.05665","-1156.05665","12.05","","1156.05665","0","50","BUY"
"DAL   250314C00056000","DAL 14MAR25 56 C","DAL","20250310","20250310;131526","20250310","-2","-0.7202144","47.2797856","0.34","","-47.2797856","0","-20","SELL"
"DAL   250314C00056000","DAL 14MAR25 56 C","DAL","20250311","20250311;105025","20250311","1","-1.05915","-4.05915","0.025","P","4.05915","0","-0.5","BUY"
"DAL   250314C00056000","DAL 14MAR25 56 C","DAL","20250311","20250311;105025","20250311","1","-0.05915","-4.05915","0.025","P","4.05915","0","-1.5","BUY"
"DAL   250314C00057000","DAL 14MAR25 57 C","DAL","20250307","20250307;104252","20250307","-1","-0.7105242","38.2894758","0.47","","-38.2894758","0","-8","SELL"
"DAL   250314C00057000","DAL 14MAR25 57 C","DAL","20250310","20250310;131402","20250310","1","-1.54665","-19.54665","0.245","","19.54665","0","6.5","BUY"
"DAL   250314C00058000","DAL 14MAR25 58 C","DAL","20250310","20250310;131526","20250310","1","-0.70665","-12.70665","0.175","","12.70665","0","5.5","BUY"
"DAL   250314C00058000","DAL 14MAR25 58 C","DAL","20250311","20250311;105025","20250311","-1","-1.0619678","-0.0619678","0.015","","0.0619678","0","-0.5","SELL"
"DAL   250314C00060000","DAL 14MAR25 60 C","DAL","20250304","20250304;095441","20250304","-2","-0.7225496","131.2774504","0.445","","-131.2774504","0","43","SELL"
"DAL   250314C00060000","DAL 14MAR25 60 C","DAL","20250307","20250307;104107","20250307","2","-1.4133","-25.4133","0.12","","25.4133","0","0","BUY"
"DAL   250314C00060000","DAL 14MAR25 60 C","DAL","20250307","20250307;104252","20250307","1","-0.70665","-11.70665","0.12","","11.70665","0","1","BUY"
"DAL   250314C00060000","DAL 14MAR25 60 C","DAL","20250310","20250310;131402","20250310","-1","-1.5496068","4.4503932","0.0929","","-4.4503932","0","-3.29","SELL"
"DAL   250314C00063000","DAL 14MAR25 63 C","DAL","20250304","20250304;095441","20250304","1","-0.70665","-31.70665","0.1282","","31.70665","0","-18.18","BUY"
"DAL   250321C00054000","DAL 21MAR25 54 C","DAL","20250311","20250311;105239","20250311","-1","-0.7100794","22.2899206","0.154","","-22.2899206","0","7.6","SELL"
"DAL   250321C00060000","DAL 21MAR25 60 C","DAL","20250311","20250311;105239","20250311","1","-0.70665","-5.70665","0.0205","","5.70665","0","-2.95","BUY"
"DAL   261218C00055000","DAL 18DEC26 55 C","DAL","20250304","20250304;095126","20250304","1","-1.04665","-1231.04665","11.6509","","1231.04665","0","-64.91","BUY"
"DAL   261218P00035000","DAL 18DEC26 35 P","DAL","20250311","20250311;105514","20250311","-1","-0.8102542","388.1897458","3.825","","-388.1897458","0","6.5","SELL"
"DKNG  250228P00037000","DKNG 28FEB25 37 P","DKNG","20250303","20250228;162000","20250228","4","0","0","0","Ep","0","0","0","BUY"
"GLD   250310C00274000","GLD 10MAR25 274 C","GLD","20250304","20250304;094252","20250304","-2","-0.7212708","85.2787292","0.595","","-85.2787292","0","-33","SELL"
"GLD   250310C00274000","GLD 10MAR25 274 C","GLD","20250310","20250310;102622","20250310","2","-0.4933","-2.4933","0","","2.4933","0","-2","BUY"
"GLD   250310C00277000","GLD 10MAR25 277 C","GLD","20250304","20250304;094252","20250304","1","-0.70665","-14.70665","0.215","","14.70665","0","7.5","BUY"
"GLD   250310C00277000","GLD 10MAR25 277 C","GLD","20250311","20250310;162000","20250310","-1","0","0","0","Ep","0","0","0","SELL"
"GLD   250312C00272000","GLD 12MAR25 272 C","GLD","20250310","20250310;102752","20250310","-1","-0.7102184","27.2897816","0.0816","","-27.2897816","0","19.84","SELL"
"GLD   250312C00272000","GLD 12MAR25 272 C","GLD","20250310","20250310;140309","20250310","1","-0.70665","-10.70665","0.0816","","10.70665","0","-1.84","BUY"
"GLD   250312C00274500","GLD 12MAR25 274.5 C","GLD","20250310","20250310;102752","20250310","1","-0.70665","-8.70665","0.0268","","8.70665","0","-5.32","BUY"
"GLD   250312C00274500","GLD 12MAR25 274.5 C","GLD","20250310","20250310;140309","20250310","-1","-0.7094956","1.2905044","0.0268","","-1.2905044","0","-0.68","SELL"
"GLD   250314C00270000","GLD 14MAR25 270 C","GLD","20250310","20250310;140801","20250310","-1","-0.7109968","55.2890032","0.625","","-55.2890032","0","-6.5","SELL"
"GLD   250314C00274000","GLD 14MAR25 274 C","GLD","20250310","20250310;140801","20250310","1","-0.70665","-9.70665","0.105","","9.70665","0","1.5","BUY"
"GLD   260116C00270000","GLD 16JAN26 270 C","GLD","20250304","20250304;094101","20250304","1","-0.63665","-1850.63665","18.7511","","1850.63665","0","25.11","BUY"
"GOOGL 250314C00172500","GOOGL 14MAR25 172.5 C","GOOGL","20250310","20250310;105238","20250310","-1","-0.711803","84.288197","1.08","","-84.288197","0","-23","SELL"
"GOOGL 250314C00172500","GOOGL 14MAR25 172.5 C","GOOGL","20250311","20250311;133538","20250311","1","-1.54665","-29.54665","0.445","","29.54665","0","16.5","BUY"
"GOOGL 250314C00180000","GOOGL 14MAR25 180 C","GOOGL","20250304","20250304;101022","20250304","-1","-1.0610246","55.9389754","1.035","P","-55.9389754","0","-46.5","SELL"
"GOOGL 250314C00180000","GOOGL 14MAR25 180 C","GOOGL","20250304","20250304;101022","20250304","-1","-0.3610246","56.6389754","1.035","P","-56.6389754","0","-46.5","SELL"
"GOOGL 250314C00180000","GOOGL 14MAR25 180 C","GOOGL","20250310","20250310;105019","20250310","2","-0.7333","-34.7333","0.195","","34.7333","0","5","BUY"
"GOOGL 250314C00180000","GOOGL 14MAR25 180 C","GOOGL","20250310","20250310;105238","20250310","1","-0.70665","-16.70665","0.195","","16.70665","0","3.5","BUY"
"GOOGL 250314C00180000","GOOGL 14MAR25 180 C","GOOGL","20250311","20250311;133538","20250311","-1","-1.5496068","4.4503932","0.075","","-4.4503932","0","-1.5","SELL"
"GOOGL 250314C00187500","GOOGL 14MAR25 187.5 C","GOOGL","20250304","20250304;101022","20250304","1","-1.05665","-17.05665","0.25","","17.05665","0","9","BUY"
"GOOGL 250314C00187500","GOOGL 14MAR25 187.5 C","GOOGL","20250310","20250310;105019","20250310","-1","-0.7195234","2.2804766","0.053","","-2.2804766","0","-2.3","SELL"
"GOOGL 250321C00170000","GOOGL 21MAR25 170 C","GOOGL","20250311","20250311;133713","20250311","-1","-0.713749","154.286251","2.12","","-154.286251","0","-57","SELL"
"GOOGL 250321C00180000","GOOGL 21MAR25 180 C","GOOGL","20250311","20250311;133713","20250311","1","-0.70665","-30.70665","0.41","","30.70665","0","11","BUY"
"GOOGL 270115C00170000","GOOGL 15JAN27 170 C","GOOGL","20250304","20250304;100839","20250304","1","-0.80665","-3305.80665","34.8747","","3305.80665","0","182.47","BUY"
"INTC  250307C00023500","INTC 07MAR25 23.5 C","INTC","20250303","20250303;154619","20250303","-5","-2.553177","212.446823","0.465","","-212.446823","0","-17.5","SELL"
"INTC  250307C00023500","INTC 07MAR25 23.5 C","INTC","20250304","20250304;100052","20250304","5","-1.13325","-86.13325","0.14","","86.13325","0","-15","BUY"
"INTC  250307C00024500","INTC 07MAR25 24.5 C","INTC","20250303","20250303;154525","20250303","1","-0.57665","-23.57665","0.235","P","23.57665","0","0.5","BUY"
"INTC  250307C00024500","INTC 07MAR25 24.5 C","INTC","20250303","20250303;154525","20250303","4","-0.5566","-92.5566","0.235","P","92.5566","0","2","BUY"
"INTC  250307C00027000","INTC 07MAR25 27 C","INTC","20250303","20250303;154829","20250303","-2","-1.1192136","10.8807864","0.055","P","-10.8807864","0","1","SELL"
"INTC  250307C00027000","INTC 07MAR25 27 C","INTC","20250303","20250303;154829","20250303","-3","-1.6788204","16.3211796","0.055","P","-16.3211796","0","1.5","SELL"
"INTC  250307C00027000","INTC 07MAR25 27 C","INTC","20250304","20250304;100115","20250304","5","-1.53325","-11.53325","0.0232","","11.53325","0","1.6","BUY"
"INTC  250314C00023500","INTC 14MAR25 23.5 C","INTC","20250304","20250304;100104","20250304","-5","-1.452343","183.547657","0.32","","-183.547657","0","25","SELL"
"INTC  250314C00027000","INTC 14MAR25 27 C","INTC","20250303","20250303;154829","20250303","2","-1.4133","-33.4133","0.15","P","33.4133","0","-2","BUY"
"INTC  250314C00027000","INTC 14MAR25 27 C","INTC","20250303","20250303;154829","20250303","3","-2.11995","-50.11995","0.15","P","50.11995","0","-3","BUY"
"INTC  250314C00027000","INTC 14MAR25 27 C","INTC","20250304","20250304;100115","20250304","-5","-2.798173","32.201827","0.0701","","-32.201827","0","-0.05","SELL"
"JD    250307C00046000","JD 07MAR25 46 C","JD","20250304","20250304;103840","20250304","-2","-1.4263264","86.5736736","0.4","","-86.5736736","0","8","SELL"
"JD    250307C00046000","JD 07MAR25 46 C","JD","20250307","20250307;100550","20250307","1","-1.51665","-2.51665","0","P","2.51665","0","-1","BUY"
"JD    250307C00046000","JD 07MAR25 46 C","JD","20250307","20250307;100550","20250307","1","-0.54665","-1.54665","0","P","1.54665","0","-1","BUY"
