"Symbol","Description","UnderlyingSymbol","ReportDate","DateTime","TradeDate","Quantity","IBCommission","NetCash","ClosePrice","Notes/Codes","CostBasis","FifoPnlRealized","MtmPnl","Buy/Sell"
"JD    250307C00047500","JD 07MAR25 47.5 C","JD","20250304","20250304;103840","20250304","1","-1.05915","-29.05915","0.245","","29.05915","0","-3.5","BUY"
"JD    250307C00047500","JD 07MAR25 47.5 C","JD","20250310","20250307;162000","20250307","-1","0","0","0","Ep","0","0","0","SELL"
"JD    250314C00040000","JD 14MAR25 40 C","JD","20250304","20250304;093733","20250304","1","-0.80665","-265.80665","2.7601","P","265.80665","0","11.01","BUY"
"JD    250314C00040000","JD 14MAR25 40 C","JD","20250304","20250304;093733","20250304","3","-0.59995","-792.59995","2.7601","P","792.59995","0","36.03","BUY"
"JD    250314C00042000","JD 14MAR25 42 C","JD","20250310","20250310;105749","20250310","-1","-0.71083","49.28917","0.605","","-49.28917","0","-10.5","SELL"
"JD    250314C00043500","JD 14MAR25 43.5 C","JD","20250310","20250310;105749","20250310","1","-0.70665","-24.70665","0.28","","24.70665","0","4","BUY"
"JD    250314C00045000","JD 14MAR25 45 C","JD","20250307","20250307;100954","20250307","-2","-0.7228832","143.2771168","0.435","","-143.2771168","0","57","SELL"
"JD    250314C00045000","JD 14MAR25 45 C","JD","20250310","20250310;105502","20250310","2","-1.8133","-25.8133","0.135","","25.8133","0","3","BUY"
"JD    250314C00046500","JD 14MAR25 46.5 C","JD","20250307","20250307;100954","20250307","1","-0.70665","-40.70665","0.225","","40.70665","0","-17.5","BUY"
"JD    250314C00046500","JD 14MAR25 46.5 C","JD","20250310","20250310;105502","20250310","-1","-1.2596068","4.7403932","0.0647","","-4.7403932","0","-0.47","SELL"
"JD    250321C00039000","JD 21MAR25 39 C","JD","20250304","20250304;093733","20250304","-1","-0.8189754","342.1810246","3.4842","P","-342.1810246","0","-5.42","SELL"
"JD    250321C00039000","JD 21MAR25 39 C","JD","20250304","20250304;093733","20250304","-3","-0.6368428","1025.3631572","3.4842","P","-1025.3631572","0","-19.26","SELL"
"JD    270115C00040000","JD 15JAN27 40 C","JD","20250304","20250304;103646","20250304","1","-0.85665","-1122.85665","11.3233","","1122.85665","0","10.33","BUY"
"KMI   250314C00027000","KMI 14MAR25 27 C","KMI","20250306","20250306;143950","20250306","-1","-1.0625516","20.9374484","0.23","P","-20.9374484","0","-1","SELL"
"KMI   250314C00027000","KMI 14MAR25 27 C","KMI","20250306","20250306;143950","20250306","-1","-0.3625516","21.6374484","0.23","P","-21.6374484","0","-1","SELL"
"KMI   250314C00028500","KMI 14MAR25 28.5 C","KMI","20250305","20250305;104408","20250305","-2","-0.4192692","13.5807308","0.065","P","-13.5807308","0","1","SELL"
"KMI   250314C00028500","KMI 14MAR25 28.5 C","KMI","20250305","20250305;104408","20250305","-2","-0.3392692","13.6607308","0.065","P","-13.6607308","0","1","SELL"
"KMI   250314C00028500","KMI 14MAR25 28.5 C","KMI","20250306","20250306;143906","20250306","4","-3.0666","-19.0666","0.0451","","19.0666","0","2.04","BUY"
"KMI   250314C00029500","KMI 14MAR25 29.5 C","KMI","20250305","20250305;104408","20250305","1","-0.66665","-4.66665","0.0128","P","4.66665","0","-2.72","BUY"
"KMI   250314C00029500","KMI 14MAR25 29.5 C","KMI","20250305","20250305;104408","20250305","1","0.29335","-3.70665","0.0128","P","3.70665","0","-2.72","BUY"
"KMI   270115C00027000","KMI 15JAN27 27 C","KMI","20250305","20250305;104217","20250305","1","-1.05665","-354.05665","3.575","","354.05665","0","4.5","BUY"
"KMI   270115C00027000","KMI 15JAN27 27 C","KMI","20250305","20250305;104510","20250305","1","-0.70665","-355.70665","3.575","","355.70665","0","2.5","BUY"
"MSFT  250307C00427500","MSFT 07MAR25 427.5 C","MSFT","20250304","20250304;093622","20250304","2","-0.4933","-6.4933","0.03","P","6.4933","0","0","BUY"
"MSFT  250307C00427500","MSFT 07MAR25 427.5 C","MSFT","20250304","20250304;093622","20250304","2","-0.1133","-6.1133","0.03","P","6.1133","0","0","BUY"
"MSFT  250307C00440000","MSFT 07MAR25 440 C","MSFT","20250304","20250304;093745","20250304","-1","-1.5394678","-0.5394678","0.0066","P","0.5394678","0","0.34","SELL"
"MSFT  250307C00440000","MSFT 07MAR25 440 C","MSFT","20250304","20250304;102553","20250304","-3","0.5715966","3.5715966","0.0066","P","-3.5715966","0","1.02","SELL"
"MSFT  250307P00382500","MSFT 07MAR25 382.5 P","MSFT","20250304","20250304;093540","20250304","-4","-2.85058","1897.14942","2.51","","-1897.14942","0","896","SELL"
"MSFT  250307P00385000","MSFT 07MAR25 385 P","MSFT","20250304","20250304;093602","20250304","4","-2.0266","-2294.0266","3.375","","2294.0266","0","-942","BUY"
"NEE   250314C00074000","NEE 14MAR25 74 C","NEE","20250305","20250305;105245","20250305","-2","-0.719992","39.280008","0.25","","-39.280008","0","-10","SELL"
"NEE   250314C00074000","NEE 14MAR25 74 C","NEE","20250310","20250310;111156","20250310","1","-1.05665","-224.05665","2.8325","P","224.05665","0","60.25","BUY"
"NEE   250314C00074000","NEE 14MAR25 74 C","NEE","20250310","20250310;111156","20250310","1","-0.35665","-223.35665","2.8325","P","223.35665","0","60.25","BUY"
"NEE   250314C00077000","NEE 14MAR25 77 C","NEE","20250305","20250305;105245","20250305","1","-0.70665","-7.70665","0.079","","7.70665","0","0.9","BUY"
"NEE   250314C00077000","NEE 14MAR25 77 C","NEE","20250310","20250310;111213","20250310","-1","-1.0611636","60.9388364","1.0838","","-60.9388364","0","-46.38","SELL"
"NEE   250314C00078000","NEE 14MAR25 78 C","NEE","20250310","20250310;112448","20250310","-1","-0.710413","34.289587","0.6802","","-34.289587","0","-33.02","SELL"
"NEE   250314C00078000","NEE 14MAR25 78 C","NEE","20250312","20250312;095138","20250312","1","-1.05915","-5.05915","0.0358","","5.05915","0","-0.42","BUY"
"NEE   250314C00081000","NEE 14MAR25 81 C","NEE","20250310","20250310;112448","20250310","1","-0.70665","-8.70665","0.1411","","8.70665","0","6.11","BUY"
"NEE   250321C00076000","NEE 21MAR25 76 C","NEE","20250312","20250312;095450","20250312","-1","-0.7108856","51.2891144","0.4818","","-51.2891144","0","3.82","SELL"
"NEE   250321C00078000","NEE 21MAR25 78 C","NEE","20250312","20250312;095450","20250312","1","-0.70665","-22.70665","0.1809","","22.70665","0","-3.91","BUY"
"NEE   250620C00075000","NEE 20JUN25 75 C","NEE","20250310","20250310;112355","20250310","1","-1.50665","-510.50665","5.5716","","510.50665","0","48.16","BUY"
"NEE   250620C00075000","NEE 20JUN25 75 C","NEE","20250311","20250311;140513","20250311","-1","-0.8110326","416.1889674","4.3","","-416.1889674","0","-13","SELL"
"NEE   250620P00075000","NEE 20JUN25 75 P","NEE","20250310","20250310;114021","20250310","-1","-1.0741998","439.9258002","3.825","","-439.9258002","0","58.5","SELL"
"NEE   250620P00075000","NEE 20JUN25 75 P","NEE","20250311","20250311;101003","20250311","1","-1.05665","-462.05665","4.78","","462.05665","0","17","BUY"
"NEE   260116C00060000","NEE 16JAN26 60 C","NEE","20250305","20250305;105156","20250305","1","-0.79665","-1356.79665","14.7095","","1356.79665","0","114.95","BUY"
"NEE   260116C00060000","NEE 16JAN26 60 C","NEE","20250310","20250310;111127","20250310","-1","-0.8510924","1857.1489076","19.1145","","-1857.1489076","0","-53.45","SELL"
"NEE   260320C00075000","NEE 20MAR26 75 C","NEE","20250311","20250311;140409","20250311","1","-1.05915","-841.05915","8.7255","","841.05915","0","32.55","BUY"
"NVDA  250307C00135000","NVDA 07MAR25 135 C","NVDA","20250303","20250303;133427","20250303","-2","-1.4244916","20.5755084","0.1359","","-20.5755084","0","-5.18","SELL"
"NVDA  250307C00135000","NVDA 07MAR25 135 C","NVDA","20250307","20250307;134900","20250307","1","-1.05665","-2.05665","0","P","2.05665","0","-1","BUY"
"NVDA  250307C00135000","NVDA 07MAR25 135 C","NVDA","20250307","20250307;134900","20250307","1","-0.05665","-1.05665","0","P","1.05665","0","-1","BUY"
"NVDA  250307P00105000","NVDA 07MAR25 105 P","NVDA","20250303","20250303;133303","20250303","-1","-1.0617196","80.9382804","1.13","P","-80.9382804","0","-31","SELL"
"NVDA  250307P00105000","NVDA 07MAR25 105 P","NVDA","20250303","20250303;133303","20250303","-1","-0.8317196","81.1682804","1.13","P","-81.1682804","0","-31","SELL"
"NVDA  250307P00105000","NVDA 07MAR25 105 P","NVDA","20250307","20250307;134918","20250307","1","-0.70665","-4.70665","0","P","4.70665","0","-4","BUY"
"NVDA  250307P00105000","NVDA 07MAR25 105 P","NVDA","20250307","20250307;134918","20250307","1","0.33335","-3.66665","0","P","3.66665","0","-4","BUY"
"NVDA  250307P00119000","NVDA 07MAR25 119 P","NVDA","20250307","20250307;134833","20250307","1","-0.70665","-772.70665","6.31","P","772.70665","0","-141","BUY"
"NVDA  250307P00119000","NVDA 07MAR25 119 P","NVDA","20250307","20250307;134833","20250307","1","0.03335","-771.96665","6.31","P","771.96665","0","-141","BUY"
"NVDA  250314C00135000","NVDA 14MAR25 135 C","NVDA","20250303","20250303;133427","20250303","2","-1.4183","-101.4183","0.4506","","101.4183","0","-9.88","BUY"
"NVDA  250314C00135000","NVDA 14MAR25 135 C","NVDA","20250307","20250307;134900","20250307","-1","-1.0598014","11.9401986","0.195","P","-11.9401986","0","-6.5","SELL"
"NVDA  250314C00135000","NVDA 14MAR25 135 C","NVDA","20250307","20250307;134900","20250307","-1","-0.3598014","12.6401986","0.195","P","-12.6401986","0","-6.5","SELL"
"NVDA  250314P00105000","NVDA 14MAR25 105 P","NVDA","20250303","20250303;133303","20250303","1","-1.52665","-183.52665","2.235","P","183.52665","0","41.5","BUY"
"NVDA  250314P00105000","NVDA 14MAR25 105 P","NVDA","20250303","20250303;133303","20250303","1","-0.35665","-182.35665","2.235","P","182.35665","0","41.5","BUY"
"NVDA  250314P00105000","NVDA 14MAR25 105 P","NVDA","20250307","20250307;134918","20250307","-1","-0.674166","169.325834","1.255","P","-169.325834","0","44.5","SELL"
"NVDA  250314P00105000","NVDA 14MAR25 105 P","NVDA","20250307","20250307;134918","20250307","-1","-0.014166","169.985834","1.255","P","-169.985834","0","44.5","SELL"
"NVDA  250314P00121000","NVDA 14MAR25 121 P","NVDA","20250307","20250307;134833","20250307","-1","-0.6985466","1046.3014534","9.3333","P","-1046.3014534","0","113.67","SELL"
"NVDA  250314P00121000","NVDA 14MAR25 121 P","NVDA","20250307","20250307;134833","20250307","-1","-0.0385466","1046.9614534","9.3333","P","-1046.9614534","0","113.67","SELL"
"PFE   250314C00027000","PFE 14MAR25 27 C","PFE","20250305","20250305;103628","20250305","-2","-0.7196028","25.2803972","0.095","P","-25.2803972","0","7","SELL"
"PFE   250314C00027000","PFE 14MAR25 27 C","PFE","20250305","20250305;103628","20250305","-2","-0.6396028","25.3603972","0.095","P","-25.3603972","0","7","SELL"
"PFE   250314C00027000","PFE 14MAR25 27 C","PFE","20250312","20250312;140752","20250312","1","-0.85665","-2.85665","0.0151","P","2.85665","0","-0.49","BUY"
"PFE   250314C00027000","PFE 14MAR25 27 C","PFE","20250312","20250312;140752","20250312","3","-1.33995","-7.33995","0.0151","P","7.33995","0","-1.47","BUY"
"PFE   250314C00028000","PFE 14MAR25 28 C","PFE","20250305","20250305;103628","20250305","1","-0.66665","-3.66665","0.025","P","3.66665","0","-0.5","BUY"
"PFE   250314C00028000","PFE 14MAR25 28 C","PFE","20250305","20250305;103628","20250305","1","0.29335","-2.70665","0.025","P","2.70665","0","-0.5","BUY"
"PFE   250321C00026500","PFE 21MAR25 26.5 C","PFE","20250312","20250312;141113","20250312","-1","-0.5799682","18.4200318","0.185","P","-18.4200318","0","0.5","SELL"
"PFE   250321C00026500","PFE 21MAR25 26.5 C","PFE","20250312","20250312;141113","20250312","-1","-0.1599682","18.8400318","0.185","P","-18.8400318","0","0.5","SELL"
"QQQ   250321P00450000","QQQ 21MAR25 450 P","QQQ","20250303","20250303;094408","20250303","3","-0.64995","-267.64995","1.6955","","267.64995","0","241.65","BUY"
"SPY   250310C00600000","SPY 10MAR25 600 C","SPY","20250304","20250304;100453","20250304","1","-1.54665","-44.54665","0.225","","44.54665","0","-20.5","BUY"
"SPY   250310C00605000","SPY 10MAR25 605 C","SPY","20250304","20250304;100453","20250304","-1","-1.5499126","15.4500874","0.065","","-15.4500874","0","10.5","SELL"
"SPY   250313C00573000","SPY 13MAR25 573 C","SPY","20250312","20250312;112927","20250312","-3","-3.6006552","80.3993448","0.085","P","-80.3993448","0","58.5","SELL"
"SPY   250313C00573000","SPY 13MAR25 573 C","SPY","20250312","20250312;112927","20250312","-1","-1.2002184","26.7997816","0.085","P","-26.7997816","0","19.5","SELL"
"SPY   250313C00575000","SPY 13MAR25 575 C","SPY","20250312","20250312;112927","20250312","1","-1.54665","-19.54665","0.045","P","19.54665","0","-13.5","BUY"
"SPY   250313C00575000","SPY 13MAR25 575 C","SPY","20250312","20250312;112927","20250312","3","-3.23995","-57.23995","0.045","P","57.23995","0","-40.5","BUY"
"SPY   250314C00570000","SPY 14MAR25 570 C","SPY","20250310","20250310;143011","20250310","-1","-0.6798094","372.3201906","3.745","P","-372.3201906","0","-1.5","SELL"
"SPY   250314C00570000","SPY 14MAR25 570 C","SPY","20250310","20250310;143011","20250310","-1","-0.0198094","372.9801906","3.745","P","-372.9801906","0","-1.5","SELL"
"SPY   250314C00570000","SPY 14MAR25 570 C","SPY","20250310","20250310;143016","20250310","-1","-0.369865","374.630135","3.745","P","-374.630135","0","0.5","SELL"
"SPY   250314C00570000","SPY 14MAR25 570 C","SPY","20250311","20250311;130548","20250311","3","-3.46995","-477.46995","1.67","","477.46995","0","27","BUY"
"SPY   250314C00575000","SPY 14MAR25 575 C","SPY","20250310","20250310;143011","20250310","1","-0.70665","-230.70665","2.27","P","230.70665","0","-3","BUY"
"SPY   250314C00575000","SPY 14MAR25 575 C","SPY","20250310","20250310;143011","20250310","1","0.03335","-229.96665","2.27","P","229.96665","0","-3","BUY"
"SPY   250314C00575000","SPY 14MAR25 575 C","SPY","20250310","20250310;143016","20250310","1","-0.35665","-232.35665","2.27","P","232.35665","0","-5","BUY"
"SPY   250314C00575000","SPY 14MAR25 575 C","SPY","20250311","20250311;130755","20250311","-1","-1.0641084","76.9358916","0.785","P","-76.9358916","0","-0.5","SELL"
"SPY   250314C00575000","SPY 14MAR25 575 C","SPY","20250311","20250311;130755","20250311","-2","-1.0782168","154.9217832","0.785","P","-154.9217832","0","-1","SELL"
"SPY   250314P00522000","SPY 14MAR25 522 P","SPY","20250310","20250310;143011","20250310","-1","-0.6706354","42.3293646","0.395","P","-42.3293646","0","3.5","SELL"
"SPY   250314P00522000","SPY 14MAR25 522 P","SPY","20250310","20250310;143011","20250310","-1","-0.0106354","42.9893646","0.395","P","-42.9893646","0","3.5","SELL"
"SPY   250314P00522000","SPY 14MAR25 522 P","SPY","20250310","20250310;143016","20250310","-1","-0.3606354","42.6393646","0.395","P","-42.6393646","0","3.5","SELL"
"SPY   250314P00522000","SPY 14MAR25 522 P","SPY","20250311","20250311;130744","20250311","3","-1.36995","-151.36995","0.205","","151.36995","0","-88.5","BUY"
"SPY   250321P00540000","SPY 21MAR25 540 P","SPY","20250303","20250303;094316","20250303","-1","-1.5518586","85.4481414","1.74","P","-85.4481414","0","-87","SELL"
"SPY   250321P00540000","SPY 21MAR25 540 P","SPY","20250303","20250303;094320","20250303","-7","-8.0630102","600.9369898","1.74","P","-600.9369898","0","-609","SELL"
"SPY   250321P00550000","SPY 21MAR25 550 P","SPY","20250303","20250303;094316","20250303","1","-1.54665","-126.54665","2.58","P","126.54665","0","133","BUY"
"SPY   250321P00550000","SPY 21MAR25 550 P","SPY","20250303","20250303;094320","20250303","7","-8.02655","-883.02655","2.58","P","883.02655","0","931","BUY"
"SPY   250321P00555000","SPY 21MAR25 555 P","SPY","20250303","20250303;094337","20250303","2","-1.6133","-311.6133","3.18","","311.6133","0","326","BUY"
"SPY   250417C00560000","SPY 17APR25 560 C","SPY","20250311","20250311;131039","20250311","-1","-0.737665","1374.262335","14.585","P","-1374.262335","0","-83.5","SELL"
"SPY   250417C00560000","SPY 17APR25 560 C","SPY","20250311","20250311;131039","20250311","-2","-1.1502188","2744.8497812","14.585","P","-2744.8497812","0","-171","SELL"
"SPY   250417C00565000","SPY 17APR25 565 C","SPY","20250311","20250311;131039","20250311","1","-0.69665","-1118.69665","11.905","P","1118.69665","0","72.5","BUY"
"SPY   250417C00565000","SPY 17APR25 565 C","SPY","20250311","20250311;131039","20250311","2","-1.0683","-2233.0683","11.905","P","2233.0683","0","149","BUY"
"SPY   250417P00460000","SPY 17APR25 460 P","SPY","20250311","20250311;131039","20250311","-1","-0.7041938","170.2958062","1.38","P","-170.2958062","0","33","SELL"
"SPY   250417P00460000","SPY 17APR25 460 P","SPY","20250311","20250311;131039","20250311","-2","-1.0834432","342.9165568","1.38","P","-342.9165568","0","68","SELL"
"SPY   250815P00550000","SPY 15AUG25 550 P","SPY","20250312","20250312;114138","20250312","1","-0.66665","-2238.66665","20.9952","P","2238.66665","0","-138.48","BUY"
"SPY   250815P00550000","SPY 15AUG25 550 P","SPY","20250312","20250312;114138","20250312","1","-0.00665","-2238.00665","20.9952","P","2238.00665","0","-138.48","BUY"
"SPY   250815P00550000","SPY 15AUG25 550 P","SPY","20250312","20250312;114141","20250312","2","-0.7133","-4476.7133","20.9952","P","4476.7133","0","-276.96","BUY"
"SPY   250815P00557000","SPY 15AUG25 557 P","SPY","20250312","20250312;114138","20250312","-1","-0.7784674","2482.2215326","23.3999","P","-2482.2215326","0","143.01","SELL"
"SPY   250815P00557000","SPY 15AUG25 557 P","SPY","20250312","20250312;114138","20250312","-1","-0.0384674","2482.9615326","23.3999","P","-2482.9615326","0","143.01","SELL"
"SPY   250815P00557000","SPY 15AUG25 557 P","SPY","20250312","20250312;114141","20250312","-2","-0.8569348","4965.1430652","23.3999","P","-4965.1430652","0","286.02","SELL"
"SPY   271217P00545000","SPY 17DEC27 545 P","SPY","20250312","20250312;112338","20250312","1","-0.70665","-4757.70665","45.4701","P","4757.70665","0","-209.99","BUY"
"SPY   271217P00545000","SPY 17DEC27 545 P","SPY","20250312","20250312;112338","20250312","1","0.03335","-4756.96665","45.4701","P","4756.96665","0","-209.99","BUY"
"SPY   271217P00545000","SPY 17DEC27 545 P","SPY","20250312","20250312;112341","20250312","2","-0.7133","-9514.7133","45.4701","P","9514.7133","0","-419.98","BUY"
"SPY   271217P00545000","SPY 17DEC27 545 P","SPY","20250312","20250312;113835","20250312","-1","-0.7992382","4668.2007618","45.4701","P","-4668.2007618","0","121.99","SELL"
"SPY   271217P00545000","SPY 17DEC27 545 P","SPY","20250312","20250312;113835","20250312","-1","-0.1392382","4668.8607618","45.4701","P","-4668.8607618","0","121.99","SELL"
"SPY   271217P00545000","SPY 17DEC27 545 P","SPY","20250312","20250312;113838","20250312","-2","-0.9784208","9335.0215792","45.4701","P","-9335.0215792","0","241.98","SELL"
"SPY   271217P00555000","SPY 17DEC27 555 P","SPY","20250312","20250312;112338","20250312","-1","-0.8118594","5122.1881406","49.04","P","-5122.1881406","0","219","SELL"
"SPY   271217P00555000","SPY 17DEC27 555 P","SPY","20250312","20250312;112338","20250312","-1","-0.1518594","5122.8481406","49.04","P","-5122.8481406","0","219","SELL"
"SPY   271217P00555000","SPY 17DEC27 555 P","SPY","20250312","20250312;112341","20250312","-2","-1.0037188","10244.9962812","49.04","P","-10244.9962812","0","438","SELL"
"SPY   271217P00555000","SPY 17DEC27 555 P","SPY","20250312","20250312;113835","20250312","1","-0.70665","-5037.70665","49.04","P","5037.70665","0","-133","BUY"
"SPY   271217P00555000","SPY 17DEC27 555 P","SPY","20250312","20250312;113835","20250312","1","0.03335","-5036.96665","49.04","P","5036.96665","0","-133","BUY"
"SPY   271217P00555000","SPY 17DEC27 555 P","SPY","20250312","20250312;113838","20250312","2","-0.7133","-10072.7133","49.04","P","10072.7133","0","-264","BUY"
"TSLA  250307C00330000","TSLA 07MAR25 330 C","TSLA","20250303","20250303;152610","20250303","2","-0.4533","-92.4533","0.535","","92.4533","0","15","BUY"
"TSLA  250307P00280000","TSLA 07MAR25 280 P","TSLA","20250303","20250303;152634","20250303","-1","-1.0904092","1112.9095908","8.325","P","-1112.9095908","0","281.5","SELL"
"TSLA  250307P00280000","TSLA 07MAR25 280 P","TSLA","20250303","20250303;152634","20250303","-1","-0.3904092","1113.6095908","8.325","P","-1113.6095908","0","281.5","SELL"
"TSLA  250307P00285000","TSLA 07MAR25 285 P","TSLA","20250303","20250303;152644","20250303","1","-1.05665","-1356.05665","10.575","P","1356.05665","0","-297.5","BUY"
"TSLA  250307P00285000","TSLA 07MAR25 285 P","TSLA","20250303","20250303;152644","20250303","1","-0.35665","-1355.35665","10.575","P","1355.35665","0","-297.5","BUY"
"TSLA  250314P00140000","TSLA 14MAR25 140 P","TSLA","20250310","20250310;142025","20250310","-15","-10.652859","394.347141","0.2306","","-394.347141","0","59.1","SELL"
"TSLA  250314P00140000","TSLA 14MAR25 140 P","TSLA","20250312","20250312;093858","20250312","15","-11.94975","-56.94975","0.0014","","56.94975","0","-42.9","BUY"
"TSLA  250314P00262500","TSLA 14MAR25 262.5 P","TSLA","20250306","20250306;102150","20250306","-1","-0.7332646","856.2667354","11.475","","-856.2667354","0","-290.5","SELL"
"TSLA  250314P00262500","TSLA 14MAR25 262.5 P","TSLA","20250310","20250310;135612","20250310","1","-0.70665","-3675.70665","41.5985","","3675.70665","0","484.85","BUY"
"TSLA  250321P00270000","TSLA 21MAR25 270 P","TSLA","20250306","20250306;102150","20250306","1","-0.70665","-1497.70665","18.9715","","1497.70665","0","400.15","BUY"
"TSLA  250321P00270000","TSLA 21MAR25 270 P","TSLA","20250310","20250310;135612","20250310","-1","-0.8361524","4557.1638476","50.4778","","-4557.1638476","0","-489.78","SELL"
"UBER  250314C00076000","UBER 14MAR25 76 C","UBER","20250310","20250310;104001","20250310","-1","-0.7111636","61.2888364","0.705","","-61.2888364","0","-8.5","SELL"
"UBER  250314C00076000","UBER 14MAR25 76 C","UBER","20250311","20250311;135728","20250311","1","-1.05665","-17.05665","0.16","","17.05665","0","0","BUY"
"UBER  250314C00078000","UBER 14MAR25 78 C","UBER","20250310","20250310;104001","20250310","1","-0.70665","-29.70665","0.32","","29.70665","0","3","BUY"
"UBER  250314C00078000","UBER 14MAR25 78 C","UBER","20250311","20250311;135728","20250311","-1","-1.0596068","4.9403932","0.0759","","-4.9403932","0","-1.59","SELL"
"UBER  250314C00081000","UBER 14MAR25 81 C","UBER","20250305","20250305;101725","20250305","-2","-1.4219936","110.5780064","0.535","","-110.5780064","0","5","SELL"
"UBER  250314C00081000","UBER 14MAR25 81 C","UBER","20250310","20250310;103602","20250310","2","-1.1133","-19.1133","0.0962","","19.1133","0","1.24","BUY"
"UBER  250314C00084000","UBER 14MAR25 84 C","UBER","20250305","20250305;101725","20250305","1","-1.05665","-24.05665","0.19","","24.05665","0","-4","BUY"
"UBER  250321C00076000","UBER 21MAR25 76 C","UBER","20250311","20250311;135827","20250311","-1","-0.7111636","61.2888364","0.59","","-61.2888364","0","3","SELL"
"UBER  250321C00080000","UBER 21MAR25 80 C","UBER","20250311","20250311;135827","20250311","1","-0.70665","-19.70665","0.17","","19.70665","0","-2","BUY"
"UBER  270115C00075000","UBER 15JAN27 75 C","UBER","20250305","20250305;101626","20250305","1","-1.04665","-1961.04665","19.6736","","1961.04665","0","7.36","BUY"
